SampleID	CONTIG COUNT 	TOTAL LENGTH 	MIN 	MAX 	MEDIAN 	MEAN 	L50 	N50 	L90 	N90 	BUSCO_Complete	BUSCO_Single	BUSCO_Single	BUSCO_Single	BUSCO_Fragmented	BUSCO_Missing	BUSCO_NumGenes	Reads	Mapped reads	Average coverage
Mucor_racemosus_f._sphaerosporus_NRRL_3645	15066	46849821	981	18380	2394	3109.64	3795	3922	11295	1533	53.1	44.8	44.8	44.8	33.8	13.1	290	16470960	14413178	30
Mucor_racemosus_var._racemosus_NRRL_3641	4362	39989799	1000	75249	5609	9167.77	780	16719	2237	5097	98.3	79.3	79.3	79.3	0.7	1.0	290	5532098	4998384	18
Mucor_ramannianus_NRRL_1839	174	23183457	1002	1172021	46589	133238.26	18	315566	67	91587	98.3	88.6	88.6	88.6	1.0	0.7	290	14541160	14334056	92
Mucor_ramannianus_NRRL_A-21216	654	25528394	1005	321141	21833	39034.24	97	79417	323	22351	97.2	87.2	87.2	87.2	1.7	1.1	290	19964864	19422485	114
Mucor_ramosissimus_NRRL_3042	2691	32175582	500	114839	8750	11956.74	467	23208	1294	9529	99.3	80.0	80.0	80.0	0.3	0.4	290	13110678	12428022	57
Mucor_recurvus_NRRL_2358	3691	64216765	379	351088	2319	17398.20	279	69403	1036	12914	98.6	71.7	71.7	71.7	0.7	0.7	290	24081476	23142029	54
Mucor_recurvus_var._indicus_NRRL_3247	8840	58977944	353	208432	1429	6671.71	704	24768	3178	2621	97.3	68.3	68.3	68.3	1.7	1.0	290	14245528	13286656	33
Mucor_rouxii_Calmette_Wehmer_NRRL_1894	1745	35068603	1000	243190	5233	20096.62	189	55467	671	11608	98.6	74.8	74.8	74.8	0.3	1.1	290	17159326	15631239	66
Mucor_saturninus_NRRL_2631	3185	32461148	498	179841	2180	10191.88	315	30737	1124	5808	96.6	79.0	79.0	79.0	2.1	1.3	290	58096060	52281003	160
Mucor_silvaticus_NRRL_1431	3377	34550024	500	137671	2709	10230.98	363	28387	1300	5881	98.0	81.4	81.4	81.4	0.7	1.3	290	14130156	11853401	34
Mucor_sp._NRRL_A-14906	1538	32285122	998	173344	11568	20991.63	240	45752	721	14350	98.6	79.3	79.3	79.3	0.7	0.7	290	19835978	18423593	85
Mucor_sp._NRRL_A-17182	1690	32537886	1002	117030	16400	19253.19	372	30749	984	12257	98.3	77.6	77.6	77.6	1.4	0.3	290	17864330	16669943	76
Mucor_sp._NRRL_A-17797	1498	32082913	1000	168669	10443	21417.16	220	46957	674	14479	97.9	77.9	77.9	77.9	1.4	0.7	290	14392008	13306918	62
Mucor_sp._NRRL_A-18583	1455	32083246	1000	213396	10881	22050.34	216	47382	651	15268	98.9	78.6	78.6	78.6	0.3	0.8	290	16647648	15445523	72
Mucor_sp._NRRL_A-21230	1885	32606720	799	152476	4785	17297.99	243	43098	758	12602	98.7	79.7	79.7	79.7	1.0	0.3	290	14625578	13234495	60
Mucor_sp._NRRL_A-21232	1965	32612391	1001	156553	4376	16596.64	238	43056	768	11428	98.6	80.0	80.0	80.0	0.7	0.7	290	14350928	13448139	61
Mucor_sp._NRRL_A-21236	1545	32170325	1001	173161	11558	20822.22	238	45074	718	14360	98.3	79.7	79.7	79.7	0.7	1.0	290	14530102	13402096	62
Mucor_sp._NRRL_A-25546	1814	32366107	856	317999	3432	17842.40	159	61414	604	8578	96.5	77.9	77.9	77.9	1.7	1.8	290	13584406	11958853	55
Mucor_sp._NRRL_A-25547	1827	32436580	797	301547	3368	17754.01	148	63425	598	8069	97.6	78.6	78.6	78.6	1.0	1.4	290	13684770	11816913	54
Mucor_sp._NRRL_A-25548	3342	63232045	992	221395	7565	18920.42	422	44625	1496	9925	96.5	71.0	71.0	71.0	2.4	1.1	290	16018118	14630609	34
Mucor_sp._NRRL_A-25783	2263	35789471	1000	284563	2510	15815.06	188	57963	708	8794	98.6	74.1	74.1	74.1	0.3	1.1	290	20030680	18121090	75
Mucor_sp._NRRL_A-25793	2263	35804352	1000	290306	2583	15821.63	186	58853	712	8497	99.0	75.2	75.2	75.2	0.3	0.7	290	17584368	15564880	65
Mucor_sp._NRRL_A-25970	2284	32968039	1000	149586	2572	14434.34	256	43320	819	9297	98.7	79.0	79.0	79.0	0.3	1.0	290	15862228	14587227	66
Mucor_sp._NRRL_A-26212	1966	35198854	1000	304609	3543	17903.79	187	55919	679	11119	98.9	74.8	74.8	74.8	0.3	0.8	290	15062124	13705588	58
Mucor_varians_NRRL_1760	1822	32061102	501	251493	1956	17596.65	176	58639	575	14472	98.3	81.7	81.7	81.7	1.4	0.3	290	19860518	19321963	60
Mucor_zychae_var._zychae_NRRL_3243	1670	35792384	501	287985	5643	21432.57	175	64305	606	15353	96.5	66.2	66.2	66.2	2.8	0.7	290	6313496	6034253	25
Mycocladus_corymbifer_NRRL_1309	8806	40323342	1000	76147	3148	4579.08	1840	6769	6012	2053	77.6	57.6	57.6	57.6	17.9	4.5	290	13813814	13091256	48
Mycotypha_microspora_Fenner_NRRL_684	435	26232166	1000	929388	1884	60303.83	25	324527	79	100454	97.9	84.5	84.5	84.5	0.7	1.4	290	16173898	15447654	88
Mycotypha_microspora_Fenner_NRRL_A-11005	243	25931089	1008	1000247	6995	106712.30	25	361916	68	115432	97.9	83.8	83.8	83.8	1.4	0.7	290	16097820	15792309	91
Mycotypha_microspora_IMI_282443	1070	26562737	500	1029323	904	24824.99	23	403548	78	87286	98.2	84.8	84.8	84.8	0.7	1.1	290	61437648	60521133	227
Parasitella_parasitica_Bainier_Sydow_NRRL_1461	1381	29726090	1002	270449	9920	21525.05	181	51588	609	13710	98.3	81.7	81.7	81.7	1.0	0.7	290	14924840	13434784	67
Parasitella_simplex_NRRL_1460	1962	34539350	1005	240938	4686	17604.15	208	48842	773	8332	97.9	81.0	81.0	81.0	1.0	1.1	290	14432106	13632480	59
Phycomyces_blakesleeanus_Burgeff_NRRL_1465	2562	43540837	1000	317880	6253	16994.86	288	43733	1150	7795	94.8	82.4	82.4	82.4	3.8	1.4	290	15141688	14247961	48
Phycomyces_blakesleeanus_Burgeff_var._piloboloides_NRRL_2566	2843	43732367	956	207718	5814	15382.47	331	37943	1317	6744	94.1	81.0	81.0	81.0	4.1	1.8	290	13242432	12196982	41
Phycomyces_theobromatus_NRRL_1467	2212	36904486	500	350513	1688	16683.76	165	71053	558	15876	94.9	79.7	79.7	79.7	3.4	1.7	290	24374068	22331773	90
Pilaira_anomala_RSA_1997+	1052	29584347	1001	229137	16717	28122.00	164	58014	525	16793	97.6	86.9	86.9	86.9	1.4	1.0	290	6010024	5804105	29
Pilaira_anomala_RSA_1998-	2773	31876781	1000	127871	4736	11495.41	377	26226	1355	4974	97.9	83.8	83.8	83.8	0.7	1.4	290	7474132	6453767	30
Pilaira_caucasica_CBS_523.68	6176	33929795	495	88723	1601	5493.81	678	14702	2662	2356	97.5	84.1	84.1	84.1	1.7	0.8	290	15464084	13653057	40
Pilaira_caucasica_Milko_NRRL_6282	2569	31548776	985	142748	7339	12280.57	423	22499	1436	5977	96.9	82.4	82.4	82.4	2.4	0.7	290	17761382	15776159	74
Pilaira_moreaui_CBS_181.26	3850	31205491	502	87018	4433	8105.32	572	16408	1997	4079	93.8	79.3	79.3	79.3	5.2	1.0	290	17844542	16112847	51
Pirella_circinans_RSA_622-	1910	33181830	920	253244	8180	17372.69	263	37881	901	9600	97.9	81.7	81.7	81.7	1.4	0.7	290	9635392	8507331	38
Pirella_circinans_RSA_682	2144	32972175	1000	137726	7694	15378.81	311	32024	1063	7851	97.6	81.0	81.0	81.0	1.4	1.0	290	6368608	5494258	24
Pirella_circinans_var._volvogradensis_RSA_2566	3634	33451087	499	103042	3160	9205.03	434	23120	1537	5203	98.0	82.1	82.1	82.1	1.7	0.3	290	17471930	16265425	48
Pirella_naumovii_IMI_133977	2740	31677749	501	136419	5526	11561.22	377	24846	1295	6153	96.2	80.0	80.0	80.0	2.4	1.4	290	15984948	14694848	46
Pirella_reniformis_NRRL_5259	2616	31574428	500	202492	3229	12069.74	284	33579	997	7276	98.0	81.4	81.4	81.4	1.4	0.6	290	16646824	14379612	45
Protomycocladus_faisalabadensis_NRRL_22826	1273	51688338	858	495868	9017	40603.56	140	114498	457	30364	97.9	60.7	60.7	60.7	1.7	0.4	290	8745222	8079392	23
Rhizomucor_pusillus_NRRL_2543	1618	36023496	717	330331	6608	22264.21	196	57414	655	13949	93.4	79.3	79.3	79.3	4.8	1.8	290	8420060	7252729	30
Rhizopus_acetoinus_NRRL_549	1976	36886790	827	225734	6520	18667.40	232	50476	842	10029	96.9	66.2	66.2	66.2	2.1	1.0	290	19265510	17034423	69
Rhizopus_acetoinus_NRRL_5833	2094	36868222	835	311233	5745	17606.60	236	45870	882	9253	96.2	65.5	65.5	65.5	2.4	1.4	290	12762676	11391321	46
Rhizopus_americanus_NRRL_66675	3341	38506622	496	284434	1732	11525.48	195	58511	922	5896	97.3	64.5	64.5	64.5	1.7	1.0	290	6429910	5975368	23
Rhizopus_arrhizus_Fischer_NRRL_1527	2765	37956515	1001	231420	2199	13727.49	233	49194	950	6033	97.2	64.8	64.8	64.8	1.7	1.1	290	21729252	19449520	76
Rhizopus_arrhizus_NRRL_13014	1620	35695700	1000	308223	7793	22034.38	204	56639	674	13132	96.9	65.5	65.5	65.5	2.1	1.0	290	12988162	11503713	48
Rhizopus_arrhizus_NRRL_1470	2385	45703997	1000	283690	4883	19163.10	242	57355	916	9353	97.9	84.8	84.8	84.8	1.4	0.7	290	16401666	15663785	51
Rhizopus_arrhizus_NRRL_2004	1907	36285562	1000	232639	6033	19027.56	225	49960	789	10732	97.9	65.5	65.5	65.5	1.0	1.1	290	23055162	20052788	82
Rhizopus_arrhizus_NRRL_2286	1881	36253823	1000	194177	7483	19273.70	243	44309	827	11028	97.2	65.5	65.5	65.5	1.4	1.4	290	15712630	14051795	58
Rhizopus_arrhizus_NRRL_2582	3034	41522779	995	245492	2301	13685.82	272	47159	1054	6082	97.3	65.2	65.2	65.2	1.4	1.3	290	17128428	15380830	55
Rhizopus_arrhizus_NRRL_5896	1755	36349168	609	233086	7215	20711.78	210	53360	738	11692	96.9	65.2	65.2	65.2	2.1	1.0	290	15426170	14019494	57
Rhizopus_arrhizus_NRRL_5899	2006	36766543	1000	269103	6050	18328.29	233	46986	841	9869	97.3	64.5	64.5	64.5	1.7	1.0	290	16276214	14444674	58
Rhizopus_arrhizus_NRRL_66564	697	27215012	1010	449414	18733	39045.93	93	90352	320	23109	96.6	85.2	85.2	85.2	1.0	2.4	290	12222574	11604224	63
Rhizopus_arrhizus_NRRL_66565	2942	38321772	1001	363520	1881	13025.76	226	47396	952	5743	97.6	67.6	67.6	67.6	1.4	1.0	290	14426120	13047547	51
Rhizopus_arrhizus_NRRL_66568	2557	37743792	975	249608	2334	14760.97	223	51074	867	7780	96.2	64.8	64.8	64.8	2.4	1.4	290	15459040	13816031	54
Rhizopus_arrhizus_NRRL_66592	1906	36310732	1002	170988	6957	19050.75	247	47072	828	10985	97.2	65.5	65.5	65.5	1.4	1.4	290	15819270	14371364	59
Rhizopus_arrhizus_NRRL_66595	2580	37592153	1000	201433	2458	14570.60	230	49618	896	6740	96.6	63.8	63.8	63.8	2.4	1.0	290	21795194	19627702	78
Rhizopus_arrhizus_NRRL_66596	2770	38275631	903	289988	1932	13817.92	217	53137	886	6539	96.5	64.8	64.8	64.8	2.4	1.1	290	24756694	22479726	88
Rhizopus_arrhizus_NRRL_A-10365	2065	36898915	775	180807	5641	17868.72	239	47267	857	9310	97.6	66.2	66.2	66.2	1.4	1.0	290	12353426	11066392	44
Rhizopus_arrhizus_NRRL_A-10369	2608	37902438	928	258449	2070	14533.14	219	52486	850	7845	96.6	65.2	65.2	65.2	2.4	1.0	290	17664636	15988452	63
Rhizopus_arrhizus_NRRL_A-11376	6869	72701543	758	100154	5428	10584.01	1037	21446	3653	4798	97.5	23.4	23.4	23.4	1.7	0.8	290	16314188	14582724	30
Rhizopus_arrhizus_NRRL_A-12998	2811	37579647	1001	241242	2272	13368.78	245	45060	991	5600	98.0	66.6	66.6	66.6	1.4	0.6	290	10957166	9796057	39
Rhizopus_arrhizus_NRRL_A-13860	1881	36318116	1000	285201	5683	19307.88	212	52223	755	10396	98.3	65.5	65.5	65.5	1.0	0.7	290	16443814	14569361	60
Rhizopus_arrhizus_NRRL_A-16824	1916	36163938	1001	183057	6144	18874.71	232	48695	802	10634	97.6	65.5	65.5	65.5	1.4	1.0	290	14249556	12361254	51
Rhizopus_arrhizus_NRRL_A-16826	1943	36231330	894	237203	5689	18647.11	218	50290	799	9888	96.9	65.5	65.5	65.5	2.1	1.0	290	14277262	12393994	51
Rhizopus_arrhizus_NRRL_A-16827	3266	38431066	972	251387	1989	11767.01	250	44346	1157	3721	97.3	66.6	66.6	66.6	1.7	1.0	290	14417060	13013329	50
Rhizopus_arrhizus_NRRL_A-17011	707	23906234	1001	280292	17663	33813.63	103	72003	338	19535	96.9	85.9	85.9	85.9	1.4	1.7	290	15434854	14368881	89
Rhizopus_arrhizus_NRRL_A-23526	2769	37720962	972	227782	2268	13622.59	243	46263	967	5854	97.6	65.2	65.2	65.2	1.4	1.0	290	13974456	12506599	49
Rhizopus_arrhizus_NRRL_A-26112	3344	38594188	992	198551	1946	11541.32	258	41855	1201	3398	97.3	64.5	64.5	64.5	1.7	1.0	290	14839488	13391634	52
Rhizopus_arrhizus_var._arrhizus_NRRL_66674	3113	37278995	493	220605	1806	11975.26	223	53690	838	7055	97.9	64.8	64.8	64.8	1.0	1.1	290	8446718	7859383	31
Rhizopus_arrhizus_var._delemar_NRRL_5129	2616	37741882	1000	266031	2018	14427.32	217	52194	843	7452	97.2	66.2	66.2	66.2	1.7	1.1	290	15156576	13409337	53
Rhizopus_arrhizus_var._delemar_NRRL_66676	3304	37397199	349	259948	1765	11318.76	249	43653	978	6795	96.9	65.9	65.9	65.9	2.1	1.0	290	7438410	6883754	27
Rhizopus_artocarpi_NRRL_1799	3006	31017702	509	151132	4243	10318.60	401	23335	1481	4391	96.6	77.6	77.6	77.6	2.4	1.0	290	19614518	17689737	85
Rhizopus_azygosporus_NRRL_13165	7897	36123786	997	39202	3199	4574.37	1682	6724	5406	2086	75.5	61.0	61.0	61.0	16.9	7.6	290	6033834	5575695	23
Rhizopus_chinensis_NRRL_2906	6103	41492457	1000	70680	4444	6798.70	1157	10944	3822	3036	86.8	53.4	53.4	53.4	8.6	4.6	290	15203120	14216676	51
Rhizopus_chinensis_NRRL_2909	1683	36319666	1001	257091	8374	21580.31	204	53266	732	12887	96.9	64.8	64.8	64.8	2.1	1.0	290	23054842	20064899	82
Rhizopus_chinensis_NRRL_5190	663	24001116	1004	298317	19592	36200.78	99	82408	312	22742	97.9	87.6	87.6	87.6	1.4	0.7	290	16595658	15619195	97
Rhizopus_chinensis_Saito_NRRL_2905	6053	40344842	1000	61777	4296	6665.26	1124	10947	3786	2906	89.0	59.0	59.0	59.0	8.6	2.4	290	15123348	14171813	52
Rhizopus_chinensis_Saito_NRRL_3671	6926	39519811	1000	46480	3760	5706.01	1329	9021	4471	2431	84.5	62.4	62.4	62.4	10.7	4.8	290	10457126	9730227	36
Rhizopus_chinensis_var._liquefaciens_NRRL_2870	6239	40349647	1000	214177	3884	6467.33	1093	10979	3861	2634	89.4	62.8	62.8	62.8	7.2	3.4	290	13605626	12655887	47
Rhizopus_chungkuoensis_NRRL_2873	2393	37634165	831	238240	2780	15726.77	219	52370	835	7966	98.0	65.9	65.9	65.9	1.0	1.0	290	18905616	17070883	67
Rhizopus_circinans_NRRL_1475	617	29106983	585	411877	21254	47175.01	83	105078	263	32879	96.9	72.4	72.4	72.4	2.1	1.0	290	16188538	14986323	77
Rhizopus_circinans_NRRL_2913	1177	29885428	1004	346411	2270	25391.19	102	91461	346	20911	96.9	73.1	73.1	73.1	1.7	1.4	290	19193576	18004001	90
Rhizopus_circinans_NRRL_2917	622	29009718	1004	404383	20712	46639.42	83	109702	266	32182	96.9	72.8	72.8	72.8	2.1	1.0	290	7463834	6841403	35
Rhizopus_circinans_van_Tieghem_NRRL_13978	615	29069996	1004	340081	21604	47268.29	86	112738	265	31168	96.9	72.8	72.8	72.8	2.1	1.0	290	13338326	12390575	63
Rhizopus_cohnii_NRRL_1517	1961	36360777	1001	202275	5556	18541.96	231	46971	804	10412	97.6	65.2	65.2	65.2	1.4	1.0	290	16395534	14660359	60
Rhizopus_delemar_NRRL_1472	1728	32514733	1002	116903	15789	18816.40	374	30258	998	12050	99.3	79.0	79.0	79.0	0.3	0.4	290	12351450	11447393	52
Rhizopus_formosaensis_NRRL_2910	1739	36260974	609	252029	6983	20851.62	208	54681	728	11611	96.5	64.8	64.8	64.8	2.4	1.1	290	13445110	11502986	47
Rhizopus_formosaensis_NRRL_2911	1722	36146362	1001	199962	8937	20990.92	217	49501	764	11229	97.2	63.8	63.8	63.8	1.7	1.1	290	16336376	14696833	60
Rhizopus_formosaensis_NRRL_A-10180	1770	36195444	1001	292946	7023	20449.40	209	52282	754	11450	96.9	65.2	65.2	65.2	2.1	1.0	290	14936090	12263183	50
Rhizopus_hangchao_NRRL_2874	1724	36295683	903	290568	7149	21053.18	205	54991	721	11530	96.9	65.5	65.5	65.5	2.1	1.0	290	12291030	10950528	45
Rhizopus_hangchao_NRRL_5545	1784	36266192	1002	253540	7376	20328.58	213	49351	768	11289	96.2	64.8	64.8	64.8	2.8	1.0	290	15725344	13298705	54
Rhizopus_japonicus_NRRL_1898	1899	36163952	915	204476	6163	19043.68	222	49000	787	10150	98.3	65.5	65.5	65.5	0.7	1.0	290	16658258	14373310	59
Rhizopus_japonicus_NRRL_A-13076	2658	37899726	1000	243732	2223	14258.74	213	51242	898	6760	96.5	65.5	65.5	65.5	2.4	1.1	290	21265512	18785866	74
Rhizopus_liquefaciens_NRRL_1512	1902	36263047	1001	227504	5623	19065.75	208	51468	763	10681	96.9	64.5	64.5	64.5	1.7	1.4	290	14499086	12775625	52
Rhizopus_liquefaciens_NRRL_1514	1433	23555858	1006	432134	1837	16438.14	86	80530	342	10895	92.4	84.1	84.1	84.1	1.4	6.2	290	17845174	15885382	101
Rhizopus_liquefaciens_NRRL_1703	1383	34094308	1001	284285	7638	24652.43	151	69162	553	14880	96.2	64.1	64.1	64.1	2.8	1.0	290	14414608	12864215	56
Rhizopus_lyococcos_NRRL_1523	2117	35661559	1001	179002	5880	16845.33	265	41404	913	8700	96.9	66.6	66.6	66.6	2.1	1.0	290	5756720	5029025	21
Rhizopus_microsporus_NRRL_13129	1341	27792265	1001	339007	1885	20725.03	91	100905	326	17556	97.3	86.6	86.6	86.6	1.0	1.7	290	14586930	13888815	74
Rhizopus_microsporus_NRRL_5546	882	26459448	1002	369948	14381	29999.37	122	65766	406	17762	94.1	84.1	84.1	84.1	1.4	4.5	290	14655956	13492290	76
Rhizopus_microsporus_NRRL_5547	1438	25734175	1001	308304	1918	17895.81	113	68366	412	12376	94.1	82.4	82.4	82.4	1.7	4.2	290	11145364	9968027	58
Rhizopus_microsporus_NRRL_5548	681	23883582	1003	316376	13472	35071.34	83	84074	285	23869	91.1	82.1	82.1	82.1	1.7	7.2	290	19638276	17103879	107
Rhizopus_microsporus_NRRL_5550	668	23459832	1008	399345	14254	35119.51	85	84578	282	22391	91.4	82.4	82.4	82.4	2.8	5.8	290	15584170	13539177	86
Rhizopus_microsporus_NRRL_5551	1715	24532234	1001	241354	1899	14304.51	138	55198	513	7628	88.3	79.3	79.3	79.3	1.7	10.0	290	15152680	13048996	79
Rhizopus_microsporus_NRRL_5552	684	23525511	1003	301410	15667	34394.02	92	78477	298	22032	92.8	84.5	84.5	84.5	2.4	4.8	290	12899462	10972663	69
Rhizopus_microsporus_NRRL_5553	887	28246479	814	329532	14513	31844.96	121	72279	394	18341	97.6	85.5	85.5	85.5	1.0	1.4	290	14857160	14068069	74
Rhizopus_microsporus_NRRL_5554	1534	37391538	1001	436648	8370	24375.19	174	62815	629	14263	96.9	66.6	66.6	66.6	2.1	1.0	290	13032512	11629680	46
Rhizopus_microsporus_NRRL_5558	632	22639124	1007	332085	15427	35821.40	82	83661	274	21869	90.0	81.0	81.0	81.0	1.0	9.0	290	23383404	19422462	128
Rhizopus_microsporus_NRRL_A-17693	1828	44247691	1001	349875	6492	24205.52	183	73515	697	12044	98.7	85.9	85.9	85.9	1.0	0.3	290	23533434	22189813	75
Rhizopus_nigricans_Ehrenberg_NRRL_1477	3215	31550545	894	100171	5408	9813.54	507	18609	1819	4348	93.1	74.8	74.8	74.8	4.8	2.1	290	15182778	13733109	65
Rhizopus_nigricans_NRRL_3370	10964	65959824	998	161961	3040	6016.04	1423	11256	6756	2342	96.6	35.9	35.9	35.9	2.4	1.0	290	29007904	25583327	57
Rhizopus_nigricans_NRRL_3372	3204	31655248	1001	129287	5400	9879.92	499	19053	1804	4310	94.8	74.1	74.1	74.1	3.4	1.8	290	15497730	14172308	67
Rhizopus_nodosus_NRRL_1473	1929	36300285	1000	213937	7000	18818.19	246	45193	839	10323	97.2	66.2	66.2	66.2	1.7	1.1	290	14165816	12832079	52
Rhizopus_nodosus_NRRL_1474	2659	37996547	609	314072	2018	14289.79	218	51727	864	7068	96.9	65.2	65.2	65.2	2.1	1.0	290	22561252	20130402	79
Rhizopus_nodulosus_NRRL_1473	1939	35997596	1000	195258	6621	18565.03	249	45400	836	10627	96.9	65.5	65.5	65.5	1.7	1.4	290	8186698	7362852	30
Rhizopus_oligosporus_NRRL_6495	8196	39227457	1000	43914	3145	4786.17	1626	7388	5546	1933	78.7	62.8	62.8	62.8	15.5	5.8	290	10092284	9187843	35
Rhizopus_oligosporus_Saito_NRRL_5905	6245	38940835	1000	234085	3846	6235.52	1126	10411	3895	2573	85.5	60.7	60.7	60.7	9.7	4.8	290	14715900	13568385	52
Rhizopus_oligosporus_Saito_NRRL_A-26117	7253	40756491	1000	44086	3474	5619.26	1343	9297	4656	2149	85.5	61.4	61.4	61.4	9.7	4.8	290	15144402	13584421	49
Rhizopus_oligosporus_Saito_NRRL_A-26124	7312	41621612	1000	73831	3181	5692.23	1261	9821	4569	2079	88.6	60.0	60.0	60.0	8.6	2.8	290	14886542	13794273	49
Rhizopus_oryzae_NRRL_13098	3060	38221862	1001	229846	1911	12490.80	240	47152	1033	4947	96.2	65.9	65.9	65.9	2.4	1.4	290	10912030	9903686	38
Rhizopus_oryzae_NRRL_1549	1872	36659371	675	204821	5765	19583.00	213	53297	757	10974	97.9	65.5	65.5	65.5	1.0	1.1	290	14184622	12598651	51
Rhizopus_oryzae_NRRL_1550	1934	36803836	1000	220198	5800	19029.90	220	51376	782	10038	97.6	66.6	66.6	66.6	1.4	1.0	290	17403884	14715826	59
Rhizopus_oryzae_NRRL_2625	1695	36311049	609	300292	7787	21422.45	203	53803	718	11570	96.2	65.5	65.5	65.5	2.8	1.0	290	13991358	12909071	53
Rhizopus_oryzae_NRRL_2871	2516	37694710	1000	376592	2194	14982.00	211	52997	834	7941	96.9	66.2	66.2	66.2	2.1	1.0	290	14763112	12933776	51
Rhizopus_oryzae_NRRL_3133	2598	36023092	1000	165158	5362	13865.70	333	32491	1198	6531	96.5	67.2	67.2	67.2	2.1	1.4	290	6344742	5656259	23
Rhizopus_oryzae_NRRL_3613	1651	36329945	769	362372	7952	22004.81	202	55988	693	12286	96.6	65.2	65.2	65.2	2.1	1.3	290	19717976	17495779	72
Rhizopus_oryzae_NRRL_46180	1739	36398779	747	190911	7279	20930.87	214	53768	732	11578	97.6	66.6	66.6	66.6	1.4	1.0	290	16836608	15131004	62
Rhizopus_oryzae_NRRL_6202	1655	36216215	1001	251508	8025	21882.91	191	58892	694	11888	97.6	66.6	66.6	66.6	1.4	1.0	290	14664506	12978456	53
Rhizopus_oryzae_NRRL_62023	6019	71082624	987	125517	7039	11809.71	975	22319	3321	5730	95.5	25.5	25.5	25.5	2.4	2.1	290	16839314	15198400	32
Rhizopus_oryzae_NRRL_6400	1691	36321273	853	190766	7796	21479.17	205	53807	723	11780	97.2	64.8	64.8	64.8	1.7	1.1	290	19120298	16792904	69
Rhizopus_oryzae_NRRL_66569	3055	38260693	488	327263	1959	12523.96	234	48909	1003	4688	96.2	65.5	65.5	65.5	2.4	1.4	290	9666570	8328854	32
Rhizopus_oryzae_NRRL_A-11564	2726	37833198	1000	256599	2028	13878.65	220	51885	892	6535	96.6	66.6	66.6	66.6	2.1	1.3	290	10706400	9664501	38
Rhizopus_oryzae_NRRL_A-12640	2044	36394000	1000	192884	5570	17805.28	252	43897	848	9949	98.3	65.9	65.9	65.9	0.7	1.0	290	10467650	9251879	38
Rhizopus_oryzae_NRRL_A-12997	3118	37603076	983	267755	2251	12060.00	279	39108	1168	4507	98.0	65.2	65.2	65.2	1.0	1.0	290	11554692	10113797	40
Rhizopus_oryzae_Went_Prinsen_Geerlings_NRRL_3563	1750	36276062	609	277425	7368	20729.18	210	52441	746	11210	96.5	65.5	65.5	65.5	2.4	1.1	290	16561424	14681667	60
Rhizopus_peka_NRRL_1522	1911	36262529	1000	262911	6280	18975.68	226	49057	798	10656	97.5	64.1	64.1	64.1	1.4	1.1	290	16077576	14001497	57
Rhizopus_pseudochinensis_NRRL_2344	6328	43817016	993	91915	4166	6924.31	1105	11962	3828	2906	90.3	54.1	54.1	54.1	6.6	3.1	290	8098874	7757425	26
Rhizopus_reflexus_NRRL_A-16792	3197	31451448	1000	101412	5397	9837.80	498	19308	1794	4319	95.5	75.2	75.2	75.2	3.1	1.4	290	11884590	10711764	51
Rhizopus_reflexus_NRRL_A-18059	3400	31444336	997	89525	4892	9248.33	522	18019	1909	3934	95.2	74.5	74.5	74.5	3.1	1.7	290	10770238	9760625	46
Rhizopus_rhizopodiformis_Cohn_Zopf_NRRL_6258	675	24032919	1001	251051	18690	35604.32	96	80441	314	21673	98.3	86.9	86.9	86.9	0.3	1.4	290	16605738	15744699	98
Rhizopus_rhizopodiformis_NRRL_2570	674	23844941	1033	356791	18730	35378.25	98	72883	317	22044	97.5	87.2	87.2	87.2	1.0	1.5	290	15871962	14936066	93
Rhizopus_rhizopodiformis_NRRL_5189	675	24007287	1009	298343	19627	35566.35	100	75125	324	21732	97.6	85.9	85.9	85.9	1.4	1.0	290	16314330	15406604	96
Rhizopus_rhizopodiformis_NRRL_5556	683	24019622	990	309728	19424	35167.82	99	72056	323	22282	98.2	87.2	87.2	87.2	1.0	0.8	290	18680132	17692838	110
Rhizopus_rhizopodiformis_NRRL_6246	705	24012607	1007	284117	16503	34060.44	98	73987	322	21266	97.6	87.6	87.6	87.6	1.4	1.0	290	15757820	14957842	93
Rhizopus_rhizopodiformis_NRRL_6259	681	23780600	1009	308492	18892	34920.12	97	70999	321	21692	96.9	86.2	86.2	86.2	1.7	1.4	290	13366434	12627232	79
Rhizopus_rhizopodiformis_NRRL_6260	702	23796052	1000	325081	19303	33897.51	102	72355	334	21510	96.9	85.5	85.5	85.5	1.0	2.1	290	13451240	12606109	79
Rhizopus_rhizopodiformis_NRRL_6500	6336	40107736	1000	56466	3892	6330.14	1151	10793	3916	2624	88.0	62.8	62.8	62.8	7.9	4.1	290	15962768	15143886	56
Rhizopus_rhizopodiformis_NRRL_6501	6963	40869771	979	57228	3769	5869.56	1309	9579	4472	2428	84.5	57.9	57.9	57.9	12.4	3.1	290	11207906	10503485	38
Rhizopus_rhizopodiformis_NRRL_A-16034	755	23870574	1001	345706	16072	31616.65	107	68919	353	19303	97.2	86.2	86.2	86.2	1.7	1.1	290	11405840	10664593	66
Rhizopus_sp._NRRL_1524	1919	36234791	1000	217604	5478	18882.12	212	50614	772	10205	97.6	65.5	65.5	65.5	1.4	1.0	290	15527236	13426799	55
